Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
2019-10-22 08:30:00,108.3,33.0,611.8,149.8,81,77,89,2,29.8
2019-10-22 09:00:00,110.1,30.8,661.2,182.3,82,77,84,2,29.8
2019-10-22 09:30:00,90.0,31.4,575.6,132.0,82,77,84,2,29.8
2019-10-22 10:00:00,95.0,33.3,631.1,142.8,84,73,70,2,29.8
2019-10-22 12:00:00,75.1,29.7,424.6,87.5,88,75,66,5,29.77
2019-10-22 12:30:00,85.6,32.0,583.7,125.9,88,75,66,5,29.77
2019-10-22 13:00:00,100.1,32.4,601.6,132.0,88,75,66,7,29.74
2019-10-22 13:30:00,99.3,31.8,569.8,121.8,88,75,66,8,29.74
2019-10-22 14:00:00,100.3,31.9,589.0,126.9,86,75,70,6,29.71
2019-10-22 14:30:00,101.6,32.1,599.7,130.1,86,75,70,7,29.71
2019-10-22 15:00:00,102.4,32.0,592.7,132.9,86,75,70,3,29.68
2019-10-22 15:30:00,101.2,29.5,609.3,166.1,88,75,66,3,29.68
2019-10-22 16:00:00,103.1,30.0,621.3,167.2,88,75,66,2,29.68
2019-10-22 16:30:00,103.8,30.0,616.8,165.9,86,75,70,7,29.68
2019-10-22 17:00:00,95.1,30.1,589.2,147.1,81,75,84,8,29.71
2019-10-22 17:30:00,92.2,32.7,628.9,139.8,81,73,79,6,29.71
2019-10-22 18:00:00,106.8,32.5,616.6,136.8,81,73,79,3,29.71
2019-10-22 18:30:00,101.9,31.6,562.7,119.2,81,75,84,3,29.74
2019-10-22 19:00:00,94.3,30.5,509.7,103.4,81,75,84,7,29.74
2019-10-22 19:30:00,82.4,29.8,459.1,94.4,81,75,84,2,29.77
2019-10-22 20:00:00,78.9,29.8,458.0,96.2,81,73,79,2,29.77
2019-10-22 20:30:00,77.6,29.7,444.7,96.0,82,73,74,2,29.8
2019-10-22 21:00:00,77.8,29.9,450.6,96.3,82,73,74,1,29.8
2019-10-22 21:30:00,77.2,29.8,443.0,100.4,81,75,84,3,29.8
2019-10-22 22:00:00,78.8,29.9,449.3,101.3,82,75,79,2,29.83
2019-10-22 22:30:00,81.3,29.9,457.9,98.1,81,77,89,2,29.83
2019-10-22 23:00:00,81.3,30.1,448.4,103.4,81,77,89,2,29.83
2019-10-22 23:30:00,81.6,30.1,449.9,102.2,77,77,100,2,29.83
2019-10-23 00:00:00,78.0,29.9,429.7,98.9,77,75,94,3,29.83
2019-10-23 00:30:00,74.2,29.4,396.9,94.3,77,75,94,3,29.8
2019-10-23 01:00:00,74.1,29.4,395.2,94.5,77,75,94,3,29.77
2019-10-23 01:30:00,74.5,29.4,393.2,92.7,77,77,100,3,29.77
2019-10-23 02:00:00,73.8,29.4,393.6,94.2,77,75,94,3,29.74
2019-10-23 02:30:00,73.6,29.2,380.7,90.0,77,75,94,3,29.74
2019-10-23 03:00:00,76.0,29.4,407.3,95.0,77,75,94,1,29.74
2019-10-23 03:30:00,77.8,29.4,407.9,96.0,77,75,94,1,29.71
2019-10-23 04:00:00,77.9,29.5,400.7,95.3,77,75,94,2,29.71
2019-10-23 04:30:00,77.9,29.6,403.8,96.0,77,75,94,2,29.74
2019-10-23 05:00:00,78.0,29.5,398.8,95.2,77,75,94,2,29.74
2019-10-23 05:30:00,77.0,29.4,406.9,95.8,77,75,94,2,29.74
2019-10-23 06:00:00,76.3,29.5,410.1,96.6,77,75,94,2,29.74
2019-10-23 06:30:00,75.9,29.3,406.4,94.6,77,75,94,2,29.77
2019-10-23 07:00:00,81.1,29.8,453.4,100.3,77,75,94,2,29.77
2019-10-23 07:30:00,102.7,31.3,562.3,119.1,79,77,94,2,29.77
2019-10-23 08:00:00,100.1,31.1,538.3,111.7,79,77,94,2,29.8
2019-10-23 08:30:00,102.1,31.4,564.7,118.6,81,77,89,2,29.8
2019-10-23 09:00:00,102.0,31.8,572.5,122.4,82,77,84,2,29.8
2019-10-23 09:30:00,104.8,32.1,582.8,125.3,82,77,84,2,29.8
2019-10-23 10:00:00,104.9,32.3,600.4,131.6,84,73,70,2,29.8
2019-10-23 10:30:00,102.8,32.2,592.1,130.3,84,73,70,3,29.8
2019-10-23 11:00:00,106.4,32.7,605.7,132.9,86,73,66,3,29.8
2019-10-23 11:30:00,109.0,32.8,603.4,131.8,88,73,62,5,29.8
2019-10-23 12:00:00,109.3,32.9,607.6,134.3,88,75,66,5,29.77
2019-10-23 12:30:00,109.6,33.0,610.6,134.7,88,75,66,5,29.77
2019-10-23 13:00:00,115.2,33.4,632.8,142.2,88,75,66,7,29.74
2019-10-23 13:30:00,116.0,33.5,631.1,142.4,88,75,66,8,29.74
2019-10-23 14:00:00,115.6,33.8,632.6,142.1,86,75,70,6,29.71
2019-10-23 14:30:00,115.5,33.8,640.5,141.9,86,75,70,7,29.71
2019-10-23 15:00:00,113.2,32.9,699.9,177.2,86,75,70,3,29.68
2019-10-23 15:30:00,118.7,31.9,724.6,203.4,88,75,66,3,29.68
2019-10-23 16:00:00,118.5,31.5,705.1,196.6,88,75,66,2,29.68
2019-10-23 16:30:00,113.5,31.3,667.1,189.8,86,75,70,7,29.68
2019-10-23 17:00:00,111.7,31.1,638.4,180.7,81,75,84,8,29.71
2019-10-23 17:30:00,88.4,32.3,580.4,138.9,81,73,79,6,29.71
2019-10-23 18:00:00,96.6,34.2,627.4,143.5,81,73,79,3,29.71
2019-10-23 18:30:00,110.5,34.3,633.4,143.7,81,75,84,3,29.74
2019-10-23 19:00:00,107.0,34.3,620.6,143.1,81,75,84,7,29.74
2019-10-23 19:30:00,94.2,34.0,595.6,139.0,81,75,84,2,29.77
2019-10-23 20:00:00,93.3,32.9,543.0,127.2,81,73,79,2,29.77
2019-10-23 20:30:00,92.7,32.5,531.2,119.7,82,73,74,2,29.8
2019-10-23 21:00:00,90.6,31.8,505.6,118.7,82,73,74,1,29.8
2019-10-23 21:30:00,87.9,31.5,481.1,116.7,81,75,84,3,29.8
2019-10-23 22:00:00,88.4,31.6,481.2,118.1,82,75,79,2,29.83
2019-10-23 22:30:00,89.5,31.9,485.2,121.4,81,77,89,2,29.83
2019-10-23 23:00:00,89.7,32.0,480.3,121.2,81,77,89,2,29.83
2019-10-23 23:30:00,90.4,32.2,481.5,123.0,81,77,89,3,29.83
2019-10-24 00:00:00,89.8,32.3,485.0,123.6,81,77,89,2,29.8
2019-10-24 07:00:00,97.5,32.4,623.3,131.0,79,77,94,2,29.77
2019-10-24 07:30:00,107.5,33.0,614.7,137.2,81,79,94,2,29.8
2019-10-24 08:00:00,108.9,33.1,603.9,135.5,81,79,94,2,29.8
2019-10-24 08:30:00,105.8,33.0,598.7,133.8,82,79,89,2,29.83
2019-10-24 09:00:00,106.8,33.3,606.2,135.8,84,79,84,2,29.83
2019-10-24 09:30:00,111.2,33.9,622.4,143.0,84,79,84,3,29.83
2019-10-24 10:00:00,112.6,34.3,622.0,143.4,88,77,70,2,29.83
2019-10-24 10:30:00,113.7,34.6,629.4,142.4,90,77,66,5,29.83
2019-10-24 11:00:00,112.6,34.8,627.3,143.4,88,75,66,7,29.83
2019-10-24 11:30:00,95.1,32.8,632.0,157.5,88,75,66,6,29.8
2019-10-24 12:00:00,122.4,33.0,834.3,232.2,84,75,74,10,29.8
2019-10-24 12:30:00,112.5,31.9,687.2,193.0,81,70,70,8,29.8
2019-10-24 13:00:00,112.9,31.9,686.3,193.4,81,70,70,5,29.77
2019-10-24 13:30:00,116.8,31.5,692.7,188.1,82,70,66,2,29.77
2019-10-24 14:00:00,105.2,30.4,598.2,155.8,86,72,62,3,29.74
2019-10-24 14:30:00,91.0,32.5,615.6,133.8,86,73,66,8,29.74
2019-10-24 15:00:00,104.7,32.9,622.7,141.6,86,73,66,5,29.74
2019-10-24 15:30:00,110.0,29.0,608.7,154.8,86,75,70,12,29.71
2019-10-24 16:00:00,87.2,30.7,563.8,114.2,86,75,70,8,29.71
2019-10-24 16:30:00,102.0,31.6,578.1,134.0,86,73,66,9,29.71
2019-10-24 17:00:00,112.1,30.3,686.5,177.6,86,75,70,10,29.71
2019-10-24 17:30:00,88.6,31.4,585.1,129.3,86,73,66,9,29.74
2019-10-24 18:00:00,99.4,32.6,622.7,137.7,84,75,74,7,29.74
2019-10-24 18:30:00,108.1,32.2,602.4,132.4,84,75,74,6,29.74
2019-10-24 19:00:00,101.9,31.4,541.2,115.5,82,77,84,7,29.77
2019-10-24 19:30:00,90.0,31.0,472.1,102.8,82,75,79,6,29.77
2019-10-24 20:00:00,91.8,31.2,478.8,104.2,82,77,84,7,29.8
2019-10-24 20:30:00,92.0,31.1,479.5,104.0,82,77,84,6,29.8
2019-10-24 21:00:00,92.0,31.3,482.1,104.8,82,77,84,5,29.83
2019-10-24 21:30:00,91.1,31.3,479.2,105.2,82,75,79,3,29.83
2019-10-24 22:00:00,93.3,31.4,484.7,105.8,82,77,84,3,29.83
2019-10-24 22:30:00,96.0,31.5,489.3,107.4,82,75,79,5,29.83
2019-10-24 23:00:00,96.3,31.5,491.2,106.7,82,75,79,6,29.83
2019-10-24 23:30:00,96.4,31.5,485.8,107.1,84,75,74,7,29.83
2019-10-25 00:00:00,93.9,31.5,478.5,107.9,82,77,84,6,29.83
2019-10-25 00:30:00,88.5,31.2,444.7,107.8,82,77,84,5,29.83
2019-10-25 01:00:00,88.4,31.2,449.0,109.3,82,77,84,3,29.8
2019-10-25 01:30:00,88.3,31.3,460.3,112.2,82,77,84,2,29.8
2019-10-25 02:00:00,87.7,31.0,435.9,107.3,82,77,84,2,29.77
2019-10-25 02:30:00,86.9,30.7,419.8,102.4,82,77,84,2,29.77
2019-10-25 03:00:00,88.8,30.6,427.6,102.7,81,77,89,2,29.77
2019-10-25 03:30:00,91.3,31.0,445.1,108.9,81,77,89,2,29.77
2019-10-25 04:00:00,90.4,30.8,434.9,106.2,81,77,89,1,29.77
2019-10-25 04:30:00,91.1,30.9,440.2,107.1,81,77,89,1,29.77
2019-10-25 05:00:00,90.6,30.7,430.9,104.9,81,77,89,2,29.77
2019-10-25 05:30:00,91.2,30.9,453.1,108.9,81,79,94,2,29.77
2019-10-25 06:00:00,86.8,30.7,435.8,105.7,81,77,89,2,29.77
2019-10-25 06:30:00,86.5,30.9,445.7,108.0,81,79,94,2,29.8
2019-10-25 07:00:00,91.7,31.3,506.9,114.7,81,79,94,2,29.8
2019-10-25 07:30:00,115.0,30.6,670.2,177.4,81,79,94,2,29.8
2019-10-25 08:00:00,95.9,30.9,581.6,138.7,82,79,89,3,29.83
2019-10-25 08:30:00,94.6,33.2,631.2,141.3,84,79,84,5,29.86
2019-10-25 09:00:00,112.1,33.7,633.5,142.6,86,79,79,5,29.86
2019-10-25 09:30:00,115.6,32.7,735.3,190.9,86,77,74,7,29.86
2019-10-25 10:00:00,121.3,32.4,742.1,212.7,86,77,74,7,29.86
2019-10-25 10:30:00,120.1,31.8,695.8,193.4,88,75,66,5,29.86
2019-10-25 11:00:00,120.6,32.0,714.5,198.0,90,73,59,8,29.83
2019-10-25 11:30:00,121.2,32.0,711.6,198.2,91,75,59,8,29.83
2019-10-25 12:00:00,119.8,31.8,700.8,194.4,91,73,55,13,29.8
2019-10-25 12:30:00,118.5,31.0,652.4,178.2,91,75,59,10,29.77
2019-10-25 13:00:00,118.1,31.2,678.4,184.4,90,75,62,10,29.77
2019-10-25 13:30:00,119.5,31.9,707.5,196.0,91,75,59,6,29.74
2019-10-25 14:00:00,119.6,32.2,716.2,201.8,91,75,59,10,29.71
2019-10-25 14:30:00,120.1,31.7,707.6,195.4,91,75,59,9,29.71
2019-10-25 15:00:00,116.7,31.2,663.7,186.8,90,73,59,9,29.71
2019-10-25 15:30:00,112.0,32.0,679.3,193.2,91,73,55,8,29.71
2019-10-25 16:00:00,114.1,31.9,682.0,192.9,90,73,59,8,29.68
2019-10-25 16:30:00,112.8,31.4,669.8,185.0,90,73,59,7,29.71
2019-10-25 17:00:00,110.8,29.9,625.0,165.1,88,72,58,7,29.71
2019-10-25 17:30:00,105.8,29.2,583.7,153.4,88,72,58,7,29.71
2019-10-25 18:00:00,105.1,29.0,565.0,150.1,88,73,62,7,29.74
2019-10-25 18:30:00,105.9,29.7,608.4,161.9,86,75,70,3,29.74
2019-10-25 19:00:00,100.1,29.2,562.4,154.1,84,73,70,2,29.77
2019-10-25 19:30:00,91.8,27.9,479.5,132.4,84,75,74,3,29.77
2019-10-25 20:00:00,89.2,27.9,475.9,130.2,84,75,74,5,29.77
2019-10-25 20:30:00,90.7,28.4,490.1,136.3,84,75,74,6,29.8
2019-10-25 21:00:00,90.8,28.4,492.4,137.2,82,75,79,2,29.8
2019-10-25 21:30:00,90.1,28.5,485.1,137.2,82,75,79,3,29.83
2019-10-25 22:00:00,89.1,28.3,481.7,136.8,82,75,79,2,29.83
2019-10-25 22:30:00,81.1,30.3,489.1,113.8,82,75,79,2,29.83
2019-10-25 23:00:00,92.8,31.6,509.2,117.3,82,75,79,2,29.83
2019-10-25 23:30:00,93.6,31.4,485.2,116.4,82,75,79,2,29.8
2019-10-26 00:00:00,90.4,31.3,469.5,115.0,82,75,79,2,29.8
2019-10-26 00:30:00,86.6,30.9,445.6,108.4,82,75,79,3,29.8
2019-10-26 01:00:00,86.2,30.7,442.9,107.3,82,75,79,2,29.8
2019-10-26 01:30:00,86.1,30.6,435.7,105.6,82,73,74,2,29.8
2019-10-26 02:00:00,85.2,30.4,430.6,102.8,82,75,79,3,29.77
2019-10-26 02:30:00,83.9,30.0,417.4,98.9,81,75,84,3,29.77
2019-10-26 03:00:00,85.0,29.8,419.6,98.4,81,75,84,2,29.74
2019-10-26 03:30:00,88.4,30.1,438.0,102.4,81,75,84,2,29.74
2019-10-26 04:00:00,88.4,30.1,431.9,101.9,81,75,84,2,29.74
2019-10-26 04:30:00,87.7,30.2,427.6,101.3,81,73,79,1,29.74
2019-10-26 05:00:00,87.2,30.9,438.0,107.2,81,73,79,2,29.74
2019-10-26 05:30:00,85.6,31.0,438.4,108.0,81,73,79,2,29.77
2019-10-26 06:00:00,85.1,31.0,436.8,108.3,81,75,84,1,29.77
2019-10-26 06:30:00,82.9,30.6,423.0,103.5,81,73,79,2,29.77
2019-10-26 07:00:00,86.3,30.5,443.3,105.0,81,75,84,3,29.8
2019-10-26 07:30:00,100.0,31.6,526.3,113.2,81,75,84,3,29.8
2019-10-26 08:00:00,99.9,31.8,523.7,117.0,84,77,79,6,29.8
2019-10-26 08:30:00,103.6,32.2,568.8,122.5,86,75,70,3,29.83
2019-10-26 09:00:00,102.1,32.2,553.7,118.5,84,75,74,5,29.83
2019-10-26 09:30:00,104.8,32.9,576.2,126.2,86,75,70,7,29.83
2019-10-26 10:00:00,106.1,33.2,581.2,129.7,88,73,62,5,29.83
2019-10-26 10:30:00,106.0,32.8,559.8,121.4,88,75,66,5,29.83
2019-10-26 11:00:00,106.3,33.0,566.1,124.9,90,73,59,5,29.83
2019-10-26 11:30:00,106.7,33.2,566.7,125.3,91,73,55,3,29.83
2019-10-26 12:00:00,105.6,32.5,555.8,119.3,86,73,66,3,29.8
2019-10-26 12:30:00,109.1,32.9,599.2,131.2,86,75,70,5,29.77
2019-10-26 13:00:00,108.6,33.1,588.1,129.9,81,75,84,5,29.8
2019-10-26 13:30:00,106.8,33.9,593.0,134.6,79,75,89,3,29.77
2019-10-26 14:00:00,107.1,33.1,575.2,126.8,79,73,83,10,29.77
2019-10-26 14:30:00,106.0,33.1,586.4,130.2,75,73,94,5,29.77
2019-10-26 15:00:00,105.0,33.0,600.5,132.7,77,75,94,2,29.74
2019-10-26 15:30:00,101.7,32.3,567.6,121.8,79,77,94,3,29.74
2019-10-26 16:00:00,101.4,32.0,561.8,118.4,79,75,89,5,29.74
2019-10-26 16:30:00,101.6,31.6,551.8,115.1,79,77,94,3,29.74
2019-10-26 17:00:00,101.0,31.5,547.8,113.6,79,75,89,2,29.74
2019-10-26 17:30:00,100.0,31.6,543.1,113.8,79,75,89,2,29.74
2019-10-26 18:00:00,99.4,31.7,545.4,113.8,79,75,89,2,29.74
2019-10-26 18:30:00,99.5,32.1,547.8,116.7,79,75,89,2,29.77
2019-10-26 19:00:00,97.8,31.7,528.9,112.9,79,77,94,1,29.77
2019-10-26 19:30:00,90.4,31.0,484.4,111.7,79,77,94,1,29.8
2019-10-26 20:00:00,88.5,30.8,471.4,110.7,79,77,94,2,29.8
2019-10-26 20:30:00,88.1,31.0,469.8,111.6,79,77,94,2,29.8
2019-10-26 21:00:00,88.3,31.2,470.6,112.7,79,77,94,2,29.8
2019-10-26 21:30:00,88.2,31.3,466.7,113.7,79,77,94,2,29.83
2019-10-26 22:00:00,90.6,31.5,481.0,116.5,79,77,94,3,29.83
2019-10-26 22:30:00,93.9,31.8,496.3,118.2,79,77,94,1,29.83
2019-10-26 23:00:00,92.5,31.6,480.2,117.2,79,77,94,3,29.83
2019-10-26 23:30:00,93.2,31.8,490.9,120.0,79,77,94,2,29.8
2019-10-27 00:00:00,90.5,31.5,475.1,117.0,79,75,89,1,29.8
2019-10-27 00:30:00,86.4,31.0,446.7,109.0,79,77,94,3,29.8
2019-10-27 01:00:00,86.4,30.9,444.2,108.9,79,75,89,2,29.8
2019-10-27 01:30:00,85.3,30.9,447.3,109.8,79,75,89,2,29.77
2019-10-27 02:00:00,83.1,30.5,434.6,107.0,79,75,89,2,29.77
2019-10-27 02:30:00,83.1,30.4,430.4,106.0,79,75,89,2,29.74
2019-10-27 03:00:00,84.4,30.4,436.7,105.9,77,75,94,2,29.74
2019-10-27 03:30:00,86.4,30.3,440.4,106.2,79,75,89,3,29.74
2019-10-27 04:00:00,85.8,30.1,427.3,103.3,77,75,94,1,29.74
2019-10-27 04:30:00,85.7,30.0,426.0,101.8,79,75,89,2,29.74
2019-10-27 05:00:00,83.8,29.7,414.4,99.2,79,75,89,2,29.74
2019-10-27 05:30:00,80.4,29.3,393.6,93.6,79,75,89,3,29.74
2019-10-27 06:00:00,80.4,29.4,400.9,95.1,79,75,89,2,29.74
2019-10-27 06:30:00,80.3,29.4,401.1,95.8,79,73,83,3,29.77
2019-10-27 07:00:00,83.8,29.7,433.2,100.2,79,75,89,2,29.77
2019-10-27 07:30:00,88.9,30.3,469.2,108.5,79,75,89,3,29.77
2019-10-27 08:00:00,91.0,30.8,483.6,114.6,81,75,84,3,29.8
2019-10-27 08:30:00,94.0,31.5,498.7,119.8,81,75,84,6,29.8
2019-10-27 09:00:00,98.6,31.6,513.2,116.5,82,75,79,3,29.8
2019-10-27 09:30:00,100.1,31.6,504.9,116.4,84,75,74,3,29.8
2019-10-27 10:00:00,101.5,32.2,541.5,116.7,86,73,66,5,29.8
2019-10-27 10:30:00,102.4,32.5,545.5,120.1,86,73,66,5,29.8
2019-10-27 11:00:00,102.8,32.5,544.6,118.4,88,73,62,3,29.8
2019-10-27 11:30:00,103.3,32.4,539.7,116.9,90,72,55,2,29.8
2019-10-27 12:00:00,103.2,32.5,548.0,117.7,90,73,59,5,29.77
2019-10-27 12:30:00,103.8,32.4,549.3,118.0,88,73,62,3,29.77
2019-10-27 13:00:00,103.2,32.1,538.6,114.2,88,73,62,3,29.74
2019-10-27 13:30:00,103.5,32.7,559.3,121.5,88,73,62,2,29.74
2019-10-27 14:00:00,103.8,33.1,571.0,126.6,90,75,62,5,29.71
2019-10-27 14:30:00,103.1,32.5,552.9,119.8,88,75,66,9,29.71
2019-10-27 15:00:00,103.2,33.0,564.0,124.9,88,77,70,8,29.68
2019-10-27 15:30:00,103.7,33.5,570.3,129.4,88,75,66,9,29.68
2019-10-27 16:00:00,104.0,33.4,573.2,129.0,88,75,66,7,29.68
2019-10-27 16:30:00,104.1,33.1,561.7,125.9,86,75,70,6,29.68
2019-10-27 17:00:00,104.3,32.6,546.3,118.6,86,75,70,5,29.71
2019-10-27 17:30:00,103.6,32.5,556.4,119.3,82,73,74,5,29.71
2019-10-27 18:00:00,100.5,31.8,537.2,114.2,75,75,100,12,29.74
2019-10-27 18:30:00,97.5,31.1,505.4,107.7,75,75,100,7,29.74
2019-10-27 19:00:00,92.1,30.8,482.9,110.0,73,73,100,7,29.77
2019-10-27 19:30:00,90.3,31.1,495.8,113.2,75,73,94,3,29.77
2019-10-27 20:00:00,89.3,31.0,482.3,115.6,75,73,94,2,29.8
2019-10-27 20:30:00,87.9,30.8,467.3,112.5,75,75,100,2,29.8
2019-10-27 21:00:00,87.2,30.8,464.6,112.6,75,75,100,3,29.83
2019-10-27 21:30:00,87.4,30.9,464.1,113.5,75,75,100,3,29.8
2019-10-27 22:00:00,86.4,31.0,474.0,114.4,75,75,100,3,29.8
2019-10-27 22:30:00,86.6,31.0,470.3,114.9,77,75,94,3,29.83
2019-10-27 23:00:00,86.4,30.9,465.6,113.2,77,77,100,3,29.83
2019-10-27 23:30:00,86.1,30.8,466.5,112.4,77,75,94,3,29.83
2019-10-28 00:00:00,84.3,30.7,456.7,111.2,77,77,100,2,29.8
2019-10-28 00:30:00,81.9,30.5,436.2,107.2,77,75,94,2,29.8
2019-10-28 01:00:00,82.2,30.4,430.6,105.2,77,77,100,2,29.8
2019-10-28 01:30:00,81.8,30.4,429.4,105.6,77,75,94,2,29.77
2019-10-28 02:00:00,81.6,30.5,429.0,105.5,77,75,94,2,29.77
2019-10-28 02:30:00,81.9,30.4,425.0,105.0,77,75,94,2,29.77
2019-10-28 03:00:00,81.7,30.3,425.4,103.8,77,75,94,2,29.74
2019-10-28 03:30:00,81.8,30.3,424.2,104.3,77,75,94,2,29.74
2019-10-28 04:00:00,81.6,30.3,423.9,104.4,77,75,94,3,29.74
2019-10-28 04:30:00,81.6,30.3,422.3,103.7,77,75,94,2,29.74
2019-10-28 05:00:00,81.7,30.3,421.3,104.2,77,75,94,3,29.74
2019-10-28 05:30:00,83.2,30.3,420.0,101.9,77,75,94,2,29.77
2019-10-28 06:00:00,84.2,30.6,434.4,106.1,77,75,94,3,29.77
2019-10-28 06:30:00,88.6,30.8,457.5,109.0,77,75,94,2,29.77
2019-10-28 07:00:00,94.6,31.3,492.1,116.5,77,75,94,3,29.77
2019-10-28 07:30:00,102.8,31.8,541.4,118.8,79,75,89,2,29.8
2019-10-28 08:00:00,106.0,32.1,563.4,120.4,79,75,89,3,29.8
2019-10-28 08:30:00,106.6,32.6,584.3,127.2,81,75,84,2,29.83
2019-10-28 09:00:00,106.2,33.0,591.2,129.3,82,77,84,3,29.83
2019-10-28 09:30:00,109.1,33.5,610.7,138.2,84,75,74,6,29.83
2019-10-28 10:00:00,108.2,33.5,612.9,140.7,84,75,74,6,29.83
2019-10-28 10:30:00,106.0,33.4,602.1,139.3,86,75,70,6,29.83
2019-10-28 11:00:00,100.9,33.0,563.6,127.9,86,77,74,5,29.83
2019-10-28 11:30:00,99.6,32.7,553.1,122.9,86,75,70,5,29.83
2019-10-28 12:00:00,101.3,32.2,535.1,118.7,86,77,74,5,29.8
2019-10-28 12:30:00,105.1,32.8,546.7,121.6,86,75,70,6,29.8
2019-10-28 13:00:00,106.1,33.1,561.5,124.9,86,77,74,6,29.77
2019-10-28 13:30:00,106.9,33.3,557.3,125.1,82,77,84,5,29.77
2019-10-28 14:00:00,107.8,33.6,575.7,129.2,82,79,89,5,29.74
2019-10-28 14:30:00,107.5,33.6,578.2,128.7,81,75,84,9,29.74
2019-10-28 15:00:00,107.6,33.6,574.6,129.2,84,77,79,5,29.74
2019-10-28 15:30:00,108.0,33.6,574.9,129.6,84,77,79,6,29.74
2019-10-28 16:00:00,107.9,33.5,573.2,127.8,77,75,94,2,29.74
2019-10-28 16:30:00,107.9,33.6,575.7,128.9,77,73,89,3,29.74
2019-10-28 17:00:00,106.6,33.6,572.8,128.3,79,75,89,7,29.74
2019-10-28 17:30:00,105.8,33.3,569.0,127.0,75,75,100,5,29.77
2019-10-28 18:00:00,104.3,33.1,562.8,124.8,77,75,94,3,29.77
2019-10-28 18:30:00,103.5,32.6,552.1,120.0,77,75,94,3,29.77
2019-10-28 19:00:00,100.2,32.5,534.8,120.7,77,75,94,3,29.77
2019-10-28 19:30:00,93.4,31.8,475.5,117.1,77,75,94,2,29.8
2019-10-28 20:00:00,94.1,32.1,503.6,122.8,77,75,94,1,29.8
2019-10-28 20:30:00,94.6,32.3,512.7,126.4,77,75,94,3,29.8
2019-10-28 21:00:00,92.4,31.9,492.9,121.8,75,75,100,3,29.8
2019-10-28 21:30:00,89.8,31.4,463.0,114.9,77,75,94,3,29.83
2019-10-28 22:00:00,90.3,31.2,462.6,112.8,77,75,94,2,29.83
2019-10-28 22:30:00,90.7,31.3,462.3,113.7,77,75,94,2,29.83
2019-10-28 23:00:00,91.0,31.4,464.3,114.4,77,75,94,2,29.83
2019-10-28 23:30:00,90.9,31.4,461.2,114.1,77,75,94,3,29.83
2019-10-29 00:00:00,87.0,31.1,443.5,110.2,77,77,100,1,29.83
2019-10-29 00:30:00,82.1,30.4,402.9,99.9,77,77,100,1,29.83
2019-10-29 01:00:00,82.2,30.5,408.5,101.3,77,77,100,3,29.8
2019-10-29 01:30:00,82.1,30.5,406.2,100.3,77,77,100,2,29.83
2019-10-29 02:00:00,81.4,30.5,404.3,100.5,77,75,94,2,29.8
2019-10-29 02:30:00,81.4,30.4,401.3,99.7,77,75,94,2,29.77
2019-10-29 03:00:00,81.8,30.4,414.2,100.5,77,75,94,3,29.77
2019-10-29 03:30:00,85.1,30.7,433.0,105.3,77,75,94,1,29.77
2019-10-29 04:00:00,84.7,30.6,423.5,103.8,77,75,94,2,29.77
2019-10-29 04:30:00,84.6,30.5,421.2,103.2,77,75,94,2,29.74
2019-10-29 05:00:00,84.7,30.6,425.2,103.8,77,75,94,2,29.74
2019-10-29 05:30:00,84.1,30.6,429.8,104.5,77,75,94,1,29.77
2019-10-29 06:00:00,83.8,30.8,437.8,107.0,77,75,94,1,29.77
2019-10-29 06:30:00,83.8,30.8,437.3,107.0,77,75,94,2,29.77
2019-10-29 07:00:00,89.1,31.3,495.4,112.9,79,77,94,1,29.77
2019-10-29 07:30:00,116.0,30.7,659.8,183.1,81,77,89,2,29.8
2019-10-29 08:00:00,103.0,30.4,585.4,142.3,82,75,79,1,29.8
2019-10-29 08:30:00,94.6,32.7,633.0,140.2,84,75,74,1,29.83
2019-10-29 09:00:00,108.0,31.9,626.7,152.9,86,73,66,2,29.83
2019-10-29 09:30:00,118.9,30.8,705.6,187.7,88,75,66,1,29.83
2019-10-29 10:00:00,118.7,30.8,673.8,179.6,88,73,62,2,29.83
2019-10-29 10:30:00,120.1,30.8,680.5,179.8,86,73,66,6,29.83
2019-10-29 11:00:00,119.9,30.9,675.9,182.1,88,75,66,3,29.8
2019-10-29 11:30:00,118.8,30.9,673.5,179.7,90,72,55,5,29.8
2019-10-29 12:00:00,118.1,31.0,677.1,181.0,90,72,55,6,29.77
2019-10-29 12:30:00,118.0,31.1,678.6,183.7,90,73,59,6,29.77
2019-10-29 13:00:00,118.4,31.3,687.1,186.8,88,75,66,7,29.77
2019-10-29 13:30:00,118.6,31.5,689.9,189.3,90,73,59,6,29.74
2019-10-29 14:00:00,117.8,30.6,660.9,175.4,90,75,62,7,29.74
2019-10-29 14:30:00,117.9,30.5,652.2,172.1,90,75,62,6,29.71
2019-10-29 15:00:00,119.0,30.7,669.4,176.8,90,75,62,7,29.71
2019-10-29 15:30:00,119.5,31.2,680.9,184.5,88,75,66,8,29.68
2019-10-29 16:00:00,119.1,31.1,677.4,183.4,88,77,70,7,29.68
2019-10-29 16:30:00,119.2,31.1,673.3,182.9,88,75,66,9,29.68
2019-10-29 17:00:00,117.8,31.0,675.3,181.6,86,75,70,8,29.71
