Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
2019-10-01 00:00:00,84.0,30.3,446.0,98.7,82,77,84,3,29.8
2019-10-01 00:30:00,79.9,30.0,418.4,98.1,81,77,89,2,29.8
2019-10-01 01:00:00,80.1,30.0,421.4,98.0,81,77,89,2,29.8
2019-10-01 01:30:00,79.4,29.8,414.1,96.9,81,77,89,2,29.77
2019-10-01 02:00:00,78.7,29.6,405.8,93.1,81,77,89,2,29.77
2019-10-01 02:30:00,78.8,29.6,407.1,93.6,81,77,89,2,29.77
2019-10-01 03:00:00,79.8,29.5,406.2,93.8,81,77,89,2,29.77
2019-10-01 03:30:00,82.9,29.7,420.7,96.0,81,75,84,2,29.77
2019-10-01 04:00:00,82.3,29.6,412.2,95.0,81,75,84,2,29.77
2019-10-01 04:30:00,82.0,29.6,409.7,93.9,81,75,84,3,29.77
2019-10-01 05:00:00,81.6,29.5,409.8,93.6,81,75,84,2,29.77
2019-10-01 05:30:00,81.8,29.6,424.9,95.8,81,75,84,3,29.77
2019-10-01 06:00:00,80.7,29.5,420.4,93.7,81,75,84,3,29.77
2019-10-01 06:30:00,80.6,29.4,418.7,93.7,79,75,89,2,29.8
2019-10-01 07:00:00,84.7,29.7,455.9,97.6,81,75,84,2,29.8
2019-10-01 07:30:00,106.4,31.6,615.1,130.4,82,75,79,1,29.8
2019-10-01 08:00:00,106.7,31.6,590.0,125.3,84,75,74,2,29.8
2019-10-01 08:30:00,103.1,31.5,595.4,124.6,86,73,66,2,29.8
2019-10-01 09:00:00,101.7,31.3,584.4,120.7,88,75,66,5,29.83
2019-10-01 09:30:00,104.0,31.9,605.3,127.9,86,75,70,3,29.8
2019-10-01 10:00:00,106.8,32.2,616.1,133.1,88,75,66,3,29.83
2019-10-01 10:30:00,107.6,32.5,622.3,136.2,88,75,66,5,29.8
2019-10-01 11:00:00,108.5,32.9,636.7,140.0,90,73,59,5,29.8
2019-10-01 11:30:00,109.3,33.0,638.4,142.1,90,73,59,6,29.8
2019-10-01 12:00:00,111.5,30.7,671.5,179.3,90,72,55,6,29.77
2019-10-01 12:30:00,96.1,30.3,579.3,141.0,90,73,59,8,29.77
2019-10-01 13:00:00,92.2,32.9,632.1,137.7,90,73,59,7,29.74
2019-10-01 13:30:00,105.4,31.0,653.0,172.5,88,75,66,9,29.74
2019-10-01 14:00:00,110.0,30.5,638.1,171.6,86,72,62,12,29.74
2019-10-01 14:30:00,111.9,31.0,665.1,180.2,82,72,70,8,29.71
2019-10-01 15:00:00,112.4,31.2,674.0,185.4,82,72,70,6,29.71
2019-10-01 15:30:00,112.0,30.8,656.7,178.1,84,72,66,5,29.68
2019-10-01 16:00:00,104.3,30.3,599.8,153.0,84,75,74,8,29.71
2019-10-01 16:30:00,92.4,31.8,626.4,151.0,82,73,74,14,29.71
2019-10-01 17:00:00,107.0,30.2,628.2,163.0,82,72,70,10,29.68
2019-10-01 17:30:00,87.8,32.2,607.5,128.2,82,73,74,3,29.71
2019-10-01 18:00:00,102.5,33.0,626.3,140.0,82,75,79,2,29.71
2019-10-01 18:30:00,104.8,30.1,640.9,176.9,82,75,79,2,29.71
2019-10-01 19:00:00,83.6,31.8,566.3,120.9,82,77,84,1,29.74
2019-10-01 19:30:00,90.9,31.6,497.3,112.0,82,75,79,2,29.74
2019-10-01 20:00:00,90.0,31.2,485.7,112.5,82,77,84,1,29.74
2019-10-01 20:30:00,89.5,31.2,486.9,114.7,82,77,84,1,29.74
2019-10-01 21:00:00,88.4,31.0,478.4,112.4,82,77,84,5,29.74
2019-10-01 21:30:00,87.2,30.8,467.0,109.9,82,77,84,2,29.77
2019-10-01 22:00:00,86.1,30.7,464.6,108.1,82,77,84,1,29.77
2019-10-01 22:30:00,88.5,30.9,476.2,112.0,81,77,89,2,29.77
2019-10-01 23:00:00,88.4,31.0,474.3,112.0,81,77,89,3,29.77
2019-10-01 23:30:00,87.6,30.9,464.9,110.4,82,77,84,3,29.83
2019-10-02 00:00:00,84.6,30.6,449.0,106.8,82,77,84,3,29.8
2019-10-02 00:30:00,79.1,30.1,413.6,98.0,81,77,89,2,29.8
2019-10-02 01:00:00,79.1,30.0,409.9,98.6,81,77,89,2,29.8
2019-10-02 04:30:00,81.0,29.5,404.3,93.0,81,75,84,3,29.77
2019-10-02 05:00:00,81.0,29.5,402.9,93.2,81,75,84,2,29.77
2019-10-02 05:30:00,81.0,29.6,418.7,96.4,81,75,84,3,29.77
2019-10-02 06:00:00,79.0,29.8,431.5,100.6,81,75,84,3,29.77
2019-10-02 06:30:00,78.0,29.8,427.7,101.4,79,75,89,2,29.8
2019-10-02 07:00:00,83.0,30.2,473.2,105.5,81,75,84,2,29.8
2019-10-02 07:30:00,103.4,31.9,605.4,129.5,82,75,79,1,29.8
2019-10-02 08:00:00,105.1,31.7,585.4,122.2,84,75,74,2,29.8
2019-10-02 08:30:00,102.5,31.7,596.2,124.5,86,73,66,2,29.8
2019-10-02 09:00:00,101.1,31.9,582.7,124.0,88,75,66,5,29.83
2019-10-02 09:30:00,104.0,32.3,600.2,128.9,86,75,70,3,29.8
2019-10-02 10:00:00,107.3,32.9,606.1,132.5,88,75,66,3,29.83
2019-10-02 10:30:00,109.2,33.6,632.9,141.1,88,75,66,5,29.8
2019-10-02 11:00:00,106.2,32.8,627.7,158.3,90,73,59,5,29.8
2019-10-02 11:30:00,109.7,30.5,659.1,176.0,90,73,59,6,29.8
2019-10-02 12:00:00,109.4,30.4,641.3,172.8,90,72,55,6,29.77
2019-10-02 12:30:00,109.2,30.8,640.9,175.9,90,73,59,8,29.77
2019-10-02 13:00:00,109.8,30.8,650.8,178.2,90,73,59,7,29.74
2019-10-02 13:30:00,109.5,30.6,647.5,175.7,88,75,66,9,29.74
2019-10-02 14:00:00,90.6,30.8,583.6,130.0,86,72,62,12,29.74
2019-10-02 14:30:00,109.6,30.5,679.8,179.0,82,72,70,8,29.71
2019-10-02 15:00:00,108.3,30.0,631.9,167.2,82,72,70,6,29.71
2019-10-02 15:30:00,94.1,31.0,624.8,146.6,84,72,66,5,29.68
2019-10-02 16:00:00,107.3,29.6,681.4,177.5,84,75,74,8,29.71
2019-10-02 16:30:00,84.4,31.0,593.1,130.2,82,73,74,14,29.71
2019-10-02 17:00:00,105.7,29.6,680.7,180.2,82,72,70,10,29.68
2019-10-02 17:30:00,83.9,30.2,576.3,119.0,82,73,74,3,29.71
2019-10-02 18:00:00,95.6,30.6,575.2,119.5,82,75,79,2,29.71
2019-10-02 18:30:00,94.9,30.3,537.5,107.0,82,75,79,2,29.71
2019-10-02 19:00:00,93.2,30.0,516.7,102.1,82,77,84,1,29.74
2019-10-02 19:30:00,81.2,29.1,447.7,89.9,82,75,79,2,29.74
2019-10-02 20:00:00,78.2,28.5,427.5,85.5,82,77,84,1,29.74
2019-10-02 20:30:00,77.1,28.3,412.6,85.3,82,77,84,1,29.74
2019-10-02 21:00:00,75.0,28.2,381.4,85.4,82,77,84,5,29.74
2019-10-02 21:30:00,75.0,28.3,375.6,83.2,82,77,84,2,29.77
2019-10-02 22:00:00,76.5,28.1,386.1,83.6,82,77,84,1,29.77
2019-10-02 22:30:00,79.7,28.3,397.0,86.0,81,77,89,2,29.77
2019-10-02 23:00:00,80.3,28.4,395.5,86.0,81,77,89,3,29.77
2019-10-02 23:30:00,80.4,28.5,397.5,86.7,82,77,84,3,29.83
2019-10-03 00:00:00,77.5,28.4,386.8,86.3,82,77,84,3,29.8
2019-10-03 00:30:00,72.9,28.0,357.6,79.6,81,77,89,2,29.8
2019-10-03 01:00:00,72.7,28.0,355.3,79.7,81,77,89,2,29.8
2019-10-03 01:30:00,72.5,28.0,354.4,79.5,81,77,89,2,29.77
2019-10-03 02:00:00,72.4,28.0,354.8,79.4,81,77,89,2,29.77
2019-10-03 02:30:00,72.7,28.1,355.9,79.6,81,77,89,2,29.77
2019-10-03 03:00:00,74.5,28.2,361.6,81.2,81,77,89,2,29.77
2019-10-03 03:30:00,77.5,28.6,378.7,85.9,81,75,84,2,29.77
2019-10-03 04:00:00,77.0,28.4,371.2,84.3,81,75,84,2,29.77
2019-10-03 04:30:00,77.3,28.5,371.0,84.3,81,75,84,3,29.77
2019-10-03 05:00:00,77.7,28.5,370.6,84.1,81,75,84,2,29.77
2019-10-03 05:30:00,77.8,28.6,382.9,85.9,81,75,84,3,29.77
2019-10-03 06:00:00,76.7,28.8,390.3,88.3,81,75,84,3,29.77
2019-10-03 06:30:00,75.6,28.6,383.0,86.4,79,75,89,2,29.8
2019-10-03 07:00:00,79.6,28.6,409.4,87.0,81,75,84,2,29.8
2019-10-03 07:30:00,99.0,29.8,563.6,113.3,82,75,79,1,29.8
2019-10-03 08:00:00,94.7,28.8,503.3,95.6,84,75,74,2,29.8
2019-10-03 08:30:00,92.7,29.2,517.3,99.5,86,73,66,2,29.8
2019-10-03 09:00:00,93.2,29.7,512.4,99.4,88,75,66,5,29.83
2019-10-03 09:30:00,99.2,30.3,555.0,110.6,86,75,70,3,29.8
2019-10-03 10:00:00,104.4,31.3,570.9,117.4,88,75,66,3,29.83
2019-10-03 10:30:00,106.0,31.8,587.8,122.6,88,75,66,5,29.8
2019-10-03 11:00:00,107.0,32.1,594.2,126.7,90,73,59,5,29.8
2019-10-03 11:30:00,108.4,32.7,615.3,135.2,90,73,59,6,29.8
2019-10-03 12:00:00,108.0,32.9,625.2,139.0,90,72,55,6,29.77
2019-10-03 12:30:00,108.0,32.8,616.2,136.6,90,73,59,8,29.77
2019-10-03 13:00:00,108.0,32.7,612.8,135.3,90,73,59,7,29.74
2019-10-03 13:30:00,108.4,32.5,612.1,133.8,88,75,66,9,29.74
2019-10-03 14:00:00,108.3,32.3,609.2,132.4,86,72,62,12,29.74
2019-10-03 14:30:00,109.1,32.9,632.4,141.5,82,72,70,8,29.71
2019-10-03 15:00:00,107.4,32.5,625.1,139.1,82,72,70,6,29.71
2019-10-03 15:30:00,105.6,31.8,593.4,128.3,84,72,66,5,29.68
2019-10-03 16:00:00,106.0,32.1,596.3,128.8,84,75,74,8,29.71
2019-10-03 16:30:00,107.6,32.2,602.9,130.4,82,73,74,14,29.71
2019-10-03 17:00:00,109.6,30.1,623.4,161.1,82,72,70,10,29.68
2019-10-03 17:30:00,87.0,30.5,549.2,128.6,82,73,74,3,29.71
2019-10-03 18:00:00,100.5,29.5,656.2,166.0,82,75,79,2,29.71
2019-10-03 18:30:00,85.1,30.2,523.9,104.2,82,75,79,2,29.71
2019-10-03 19:00:00,99.2,30.6,528.5,106.4,82,77,84,1,29.74
2019-10-03 19:30:00,87.1,29.6,431.7,97.2,82,75,79,2,29.74
2019-10-03 20:00:00,89.6,30.1,455.7,102.5,82,77,84,1,29.74
2019-10-03 20:30:00,89.2,30.6,461.7,105.9,82,77,84,1,29.74
2019-10-03 21:00:00,89.7,30.7,464.2,107.4,82,77,84,5,29.74
2019-10-03 21:30:00,88.2,30.6,464.8,107.8,82,77,84,2,29.77
2019-10-03 22:00:00,88.8,30.4,464.1,106.8,82,77,84,1,29.77
2019-10-03 22:30:00,91.1,30.5,467.3,108.0,81,77,89,2,29.77
2019-10-03 23:00:00,89.4,30.3,457.1,105.2,81,77,89,3,29.77
2019-10-03 23:30:00,90.6,30.4,462.4,107.0,82,77,84,3,29.83
2019-10-04 00:00:00,87.5,30.4,446.7,104.3,82,77,84,3,29.8
2019-10-04 00:30:00,81.8,30.0,414.0,97.7,81,77,89,2,29.8
2019-10-04 01:00:00,82.4,30.0,412.4,98.9,81,77,89,2,29.8
2019-10-04 01:30:00,82.0,29.9,412.6,96.2,81,77,89,2,29.77
2019-10-04 02:00:00,81.8,30.0,410.1,96.7,81,77,89,2,29.77
2019-10-04 02:30:00,82.0,30.2,410.9,99.0,81,77,89,2,29.77
2019-10-04 03:00:00,84.9,30.3,429.2,100.9,81,77,89,2,29.77
2019-10-04 03:30:00,85.6,30.5,432.1,104.0,81,75,84,2,29.77
2019-10-04 04:00:00,84.0,30.3,426.8,101.9,81,75,84,2,29.77
2019-10-04 04:30:00,83.7,30.2,423.5,100.4,81,75,84,3,29.77
2019-10-04 05:00:00,83.6,30.2,425.2,100.1,81,75,84,2,29.77
2019-10-04 05:30:00,84.7,30.4,444.0,104.0,81,75,84,3,29.77
2019-10-04 06:00:00,82.6,29.9,423.2,98.5,81,75,84,3,29.77
2019-10-04 06:30:00,80.8,29.5,413.0,94.9,79,75,89,2,29.8
2019-10-04 07:00:00,85.6,30.0,461.9,100.6,81,75,84,2,29.8
2019-10-04 07:30:00,105.9,31.9,613.7,130.4,82,75,79,1,29.8
2019-10-04 08:00:00,105.7,31.6,583.3,121.8,84,75,74,2,29.8
2019-10-04 08:30:00,103.2,31.9,597.6,125.8,86,73,66,2,29.8
2019-10-04 09:00:00,102.8,32.2,595.8,127.4,88,75,66,5,29.83
2019-10-04 09:30:00,103.3,32.4,604.4,130.4,86,75,70,3,29.8
2019-10-04 10:00:00,103.7,32.8,618.5,136.6,88,75,66,3,29.83
2019-10-04 10:30:00,108.0,30.5,648.7,172.0,88,75,66,5,29.8
2019-10-04 11:00:00,107.4,30.1,628.9,165.4,90,73,59,5,29.8
2019-10-04 11:30:00,108.8,30.3,643.0,168.4,90,73,59,6,29.8
2019-10-04 12:00:00,109.3,30.1,627.1,167.1,90,72,55,6,29.77
2019-10-04 12:30:00,102.6,30.1,591.9,149.7,90,73,59,8,29.77
2019-10-04 13:00:00,93.8,31.8,644.7,163.6,90,73,59,7,29.74
2019-10-04 13:30:00,107.4,30.0,642.1,163.4,88,75,66,9,29.74
2019-10-04 14:00:00,89.2,31.5,621.7,144.8,86,72,62,12,29.74
2019-10-04 14:30:00,109.7,30.5,671.5,177.7,82,72,70,8,29.71
2019-10-04 15:00:00,92.1,30.8,580.8,133.0,82,72,70,6,29.71
2019-10-04 15:30:00,102.7,30.4,650.5,172.6,84,72,66,5,29.68
2019-10-04 16:00:00,86.6,30.8,579.1,120.4,84,75,74,8,29.71
2019-10-04 16:30:00,98.5,32.0,620.0,135.0,82,73,74,14,29.71
2019-10-04 17:00:00,105.9,32.3,602.2,135.5,82,72,70,10,29.68
2019-10-04 17:30:00,105.0,32.0,581.2,125.9,82,73,74,3,29.71
2019-10-04 18:00:00,105.1,31.8,579.1,123.8,82,75,79,2,29.71
2019-10-04 18:30:00,105.0,31.6,559.7,117.6,82,75,79,2,29.71
2019-10-04 19:00:00,100.6,31.2,529.9,110.8,82,77,84,1,29.74
2019-10-04 19:30:00,87.9,30.4,460.7,94.9,82,75,79,2,29.74
2019-10-04 20:00:00,88.1,30.6,462.9,95.5,82,77,84,1,29.74
2019-10-04 20:30:00,88.1,30.8,472.8,98.1,82,77,84,1,29.74
2019-10-04 21:00:00,88.0,31.0,470.6,98.2,82,77,84,5,29.74
2019-10-04 21:30:00,87.8,30.9,459.9,95.5,82,77,84,2,29.77
2019-10-04 22:00:00,90.5,31.0,476.2,98.6,82,77,84,1,29.77
2019-10-04 22:30:00,93.1,31.1,483.6,100.7,81,77,89,2,29.77
2019-10-04 23:00:00,92.1,30.9,474.1,98.3,81,77,89,3,29.77
2019-10-04 23:30:00,91.6,30.7,465.6,96.1,82,77,84,3,29.83
2019-10-05 00:00:00,88.8,30.7,451.2,94.5,82,77,84,3,29.8
2019-10-05 00:30:00,83.4,30.2,418.1,88.5,81,77,89,2,29.8
2019-10-05 01:00:00,83.0,29.9,411.2,86.7,81,77,89,2,29.8
2019-10-05 01:30:00,82.5,29.7,407.1,87.0,81,77,89,2,29.77
2019-10-05 02:00:00,82.6,29.8,403.5,91.7,81,77,89,2,29.77
2019-10-05 02:30:00,82.5,29.8,403.8,92.8,81,77,89,2,29.77
2019-10-05 03:00:00,84.8,30.0,413.2,94.0,81,77,89,2,29.77
2019-10-05 03:30:00,87.5,30.2,430.5,97.6,81,75,84,2,29.77
2019-10-05 04:00:00,87.4,30.1,415.7,95.7,81,75,84,2,29.77
2019-10-05 04:30:00,86.9,30.0,415.9,94.6,81,75,84,3,29.77
2019-10-05 05:00:00,85.2,30.1,416.1,95.6,81,75,84,2,29.77
2019-10-05 05:30:00,81.1,29.9,408.0,94.2,81,75,84,3,29.77
2019-10-05 06:00:00,78.1,29.8,404.9,94.0,81,75,84,3,29.77
2019-10-05 06:30:00,80.4,30.0,422.4,93.9,79,75,89,2,29.8
2019-10-05 07:00:00,84.7,30.3,453.1,93.6,81,75,84,2,29.8
2019-10-05 07:30:00,97.3,31.1,517.7,107.9,82,75,79,1,29.8
2019-10-05 08:00:00,96.3,31.7,531.1,112.8,84,75,74,2,29.8
2019-10-05 08:30:00,101.8,32.6,575.8,126.3,86,73,66,2,29.8
2019-10-05 09:00:00,101.9,32.5,560.1,122.3,88,75,66,5,29.83
2019-10-05 09:30:00,100.4,32.1,541.7,115.9,86,75,70,3,29.8
2019-10-05 10:00:00,100.8,32.2,544.6,117.6,88,75,66,3,29.83
2019-10-05 10:30:00,100.7,32.1,550.3,119.1,88,75,66,5,29.8
2019-10-05 11:00:00,100.6,32.1,548.2,119.0,90,73,59,5,29.8
2019-10-05 11:30:00,100.4,32.1,542.5,118.1,90,73,59,6,29.8
2019-10-05 12:00:00,100.8,32.3,558.8,122.8,90,72,55,6,29.77
2019-10-05 12:30:00,99.3,32.5,563.1,126.4,90,73,59,8,29.77
2019-10-05 13:00:00,97.2,32.2,543.8,121.1,90,73,59,7,29.74
2019-10-05 13:30:00,95.5,31.7,521.3,112.5,88,75,66,9,29.74
2019-10-05 14:00:00,97.5,32.4,552.1,123.6,86,72,62,12,29.74
2019-10-05 14:30:00,99.5,32.7,567.7,128.2,82,72,70,8,29.71
2019-10-05 15:00:00,99.8,32.7,568.6,128.2,82,72,70,6,29.71
2019-10-05 15:30:00,97.1,31.1,511.0,106.8,84,72,66,5,29.68
2019-10-05 16:00:00,96.5,30.1,482.6,96.6,84,75,74,8,29.71
2019-10-05 16:30:00,97.7,30.7,514.3,105.1,82,73,74,14,29.71
2019-10-05 17:00:00,97.8,30.9,503.4,103.7,82,72,70,10,29.68
2019-10-05 17:30:00,97.9,31.3,517.7,108.1,82,73,74,3,29.71
2019-10-05 18:00:00,95.7,31.0,494.0,102.2,82,75,79,2,29.71
2019-10-05 18:30:00,94.6,31.2,501.9,106.0,82,75,79,2,29.71
2019-10-05 19:00:00,94.4,31.4,500.6,105.8,82,77,84,1,29.74
2019-10-05 19:30:00,86.0,30.0,440.7,90.1,82,75,79,2,29.74
2019-10-05 20:00:00,83.3,28.6,406.2,78.4,82,77,84,1,29.74
2019-10-05 20:30:00,85.1,29.4,419.7,83.5,82,77,84,1,29.74
2019-10-05 21:00:00,86.8,30.1,444.3,89.5,82,77,84,5,29.74
2019-10-05 21:30:00,81.2,28.6,401.2,78.2,82,77,84,2,29.77
2019-10-05 22:00:00,81.0,28.2,397.2,75.6,82,77,84,1,29.77
2019-10-05 22:30:00,83.4,28.4,404.5,77.5,81,77,89,2,29.77
2019-10-05 23:00:00,83.0,28.8,386.0,84.1,81,77,89,3,29.77
2019-10-05 23:30:00,84.4,28.5,400.2,84.5,82,77,84,3,29.83
2019-10-06 00:00:00,82.1,28.8,389.0,85.4,82,77,84,3,29.8
2019-10-06 00:30:00,77.9,28.6,368.8,80.8,81,77,89,2,29.8
2019-10-06 01:00:00,78.5,28.3,374.3,80.8,81,77,89,2,29.8
2019-10-06 08:30:00,83.1,30.4,458.4,93.0,86,73,66,2,29.8
2019-10-06 09:00:00,86.1,30.8,466.9,96.9,88,75,66,5,29.83
2019-10-06 09:30:00,86.8,30.6,454.2,94.2,86,75,70,3,29.8
2019-10-06 10:00:00,86.3,29.7,439.4,87.7,88,75,66,3,29.83
2019-10-06 10:30:00,85.4,28.6,411.4,79.1,88,75,66,5,29.8
2019-10-06 11:00:00,85.1,28.5,407.4,76.9,90,73,59,5,29.8
2019-10-06 11:30:00,85.3,29.0,412.0,80.1,90,73,59,6,29.8
2019-10-06 12:00:00,85.9,29.3,423.8,83.4,90,72,55,6,29.77
2019-10-06 12:30:00,85.5,29.4,422.8,84.3,90,73,59,8,29.77
2019-10-06 13:00:00,86.8,29.6,437.1,86.3,90,73,59,7,29.74
2019-10-06 13:30:00,88.7,30.4,453.4,92.7,88,75,66,9,29.74
2019-10-06 14:00:00,89.3,30.5,455.4,93.6,86,72,62,12,29.74
2019-10-06 14:30:00,90.5,31.0,470.2,98.6,82,72,70,8,29.71
2019-10-06 15:00:00,91.7,31.6,488.2,104.2,82,72,70,6,29.71
2019-10-06 15:30:00,91.2,31.4,479.0,101.9,84,72,66,5,29.68
2019-10-06 16:00:00,90.4,31.0,471.1,99.0,84,75,74,8,29.71
2019-10-06 16:30:00,90.8,31.1,473.4,99.5,82,73,74,14,29.71
2019-10-06 17:00:00,89.9,30.9,468.2,97.5,82,72,70,10,29.68
2019-10-06 17:30:00,89.7,31.2,477.7,100.5,82,73,74,3,29.71
2019-10-06 18:00:00,91.3,31.8,496.5,107.4,82,75,79,2,29.71
2019-10-06 18:30:00,90.3,31.2,483.0,102.1,82,75,79,2,29.71
2019-10-06 19:00:00,88.1,30.6,459.1,95.3,82,77,84,1,29.74
2019-10-06 19:30:00,85.6,29.9,433.5,87.3,82,75,79,2,29.74
2019-10-06 20:00:00,88.6,30.8,470.9,97.5,82,77,84,1,29.74
2019-10-06 20:30:00,88.8,31.0,475.9,99.0,82,77,84,1,29.74
2019-10-06 21:00:00,88.6,30.9,472.1,98.2,82,77,84,5,29.74
2019-10-06 21:30:00,87.6,30.6,460.6,94.5,82,77,84,2,29.77
2019-10-06 22:00:00,89.3,30.8,474.8,98.2,82,77,84,1,29.77
2019-10-06 22:30:00,92.2,31.1,488.4,102.3,81,77,89,2,29.77
2019-10-06 23:00:00,91.7,30.9,481.8,99.4,81,77,89,3,29.77
2019-10-06 23:30:00,92.1,30.9,481.1,99.8,82,77,84,3,29.83
2019-10-07 00:00:00,89.1,30.7,464.3,97.0,82,77,84,3,29.8
2019-10-07 00:30:00,82.6,30.1,417.9,88.7,81,77,89,2,29.8
2019-10-07 01:00:00,82.4,30.1,415.9,89.3,81,77,89,2,29.8
2019-10-07 01:30:00,82.9,30.2,418.9,89.4,81,77,89,2,29.77
2019-10-07 02:00:00,82.5,30.0,414.3,87.4,81,77,89,2,29.77
2019-10-07 02:30:00,81.7,30.1,412.6,90.6,81,77,89,2,29.77
2019-10-07 03:00:00,80.6,29.9,412.6,93.9,81,77,89,2,29.77
2019-10-07 03:30:00,83.4,30.0,429.5,95.9,81,75,84,2,29.77
2019-10-07 04:00:00,82.4,29.8,412.3,93.1,81,75,84,2,29.77
2019-10-07 04:30:00,82.4,29.7,415.2,93.0,81,75,84,3,29.77
2019-10-07 05:00:00,82.3,29.7,414.6,93.3,81,75,84,2,29.77
2019-10-07 05:30:00,82.6,29.8,427.8,91.1,81,75,84,3,29.77
2019-10-07 06:00:00,82.0,29.8,428.8,86.6,81,75,84,3,29.77
2019-10-07 06:30:00,86.0,30.2,471.0,94.0,79,75,89,2,29.8
2019-10-07 07:00:00,98.2,30.9,525.1,107.8,81,75,84,2,29.8
2019-10-07 07:30:00,109.7,31.0,623.7,150.7,82,75,79,1,29.8
2019-10-07 08:00:00,110.0,29.5,642.6,155.3,84,75,74,2,29.8
2019-10-07 08:30:00,96.7,30.8,626.3,143.2,86,73,66,2,29.8
2019-10-07 09:00:00,113.0,30.3,692.5,177.8,88,75,66,5,29.83
2019-10-07 09:30:00,99.1,30.2,587.7,143.9,86,75,70,3,29.8
2019-10-07 10:00:00,103.4,31.9,705.0,188.4,88,75,66,3,29.83
2019-10-07 10:30:00,113.5,31.2,685.2,186.5,88,75,66,5,29.8
2019-10-07 11:00:00,113.6,31.3,689.2,186.1,90,73,59,5,29.8
2019-10-07 11:30:00,113.3,31.3,687.6,186.2,90,73,59,6,29.8
2019-10-07 12:00:00,112.1,30.6,656.2,175.0,90,72,55,6,29.77
2019-10-07 12:30:00,111.6,30.3,646.1,170.4,90,73,59,8,29.77
2019-10-07 13:00:00,112.0,30.0,639.1,167.5,90,73,59,7,29.74
2019-10-07 13:30:00,97.1,30.2,584.0,138.8,88,75,66,9,29.74
2019-10-07 14:00:00,102.3,31.2,681.0,179.2,86,72,62,12,29.74
2019-10-07 14:30:00,113.2,29.5,648.1,165.3,82,72,70,8,29.71
2019-10-07 15:00:00,105.6,29.2,608.5,148.9,82,72,70,6,29.71
2019-10-07 15:30:00,91.0,30.4,595.4,139.9,84,72,66,5,29.68
2019-10-07 16:00:00,109.9,29.5,674.0,169.0,84,75,74,8,29.71
2019-10-07 16:30:00,104.2,29.4,608.6,151.4,82,73,74,14,29.71
2019-10-07 17:00:00,88.8,31.9,609.2,128.2,82,72,70,10,29.68
2019-10-07 17:30:00,105.4,32.4,622.1,133.6,82,73,74,3,29.71
2019-10-07 18:00:00,107.7,32.4,596.2,128.2,82,75,79,2,29.71
2019-10-07 18:30:00,106.3,32.4,593.8,126.6,82,75,79,2,29.71
2019-10-07 19:00:00,103.4,32.3,576.1,122.8,82,77,84,1,29.74
2019-10-07 19:30:00,91.4,31.4,495.3,115.5,82,75,79,2,29.74
2019-10-07 20:00:00,91.2,31.4,497.6,115.1,82,77,84,1,29.74
2019-10-07 20:30:00,91.2,31.3,495.5,114.0,82,77,84,1,29.74
2019-10-07 21:00:00,90.4,31.2,487.4,113.8,82,77,84,5,29.74
2019-10-07 21:30:00,89.3,31.2,479.3,112.4,82,77,84,2,29.77
2019-10-07 22:00:00,90.7,31.1,483.4,111.4,82,77,84,1,29.77
2019-10-07 22:30:00,93.1,31.4,505.8,109.4,81,77,89,2,29.77
2019-10-07 23:00:00,92.5,31.3,489.1,114.0,81,77,89,3,29.77
2019-10-07 23:30:00,91.3,31.1,481.3,113.6,82,77,84,3,29.83
2019-10-08 00:00:00,88.5,30.9,454.9,109.9,82,77,84,3,29.8
2019-10-08 00:30:00,82.3,30.5,423.0,102.2,81,77,89,2,29.8
2019-10-08 01:00:00,82.8,30.5,422.9,102.2,81,77,89,2,29.8
2019-10-08 01:30:00,81.9,30.5,420.1,102.4,81,77,89,2,29.77
2019-10-08 02:00:00,79.3,30.3,410.0,98.9,81,77,89,2,29.77
2019-10-08 02:30:00,78.5,30.1,408.0,97.7,81,77,89,2,29.77
2019-10-08 03:00:00,80.3,30.1,415.8,98.9,81,77,89,2,29.77
2019-10-08 03:30:00,82.3,30.2,428.6,101.7,81,75,84,2,29.77
2019-10-08 04:00:00,81.9,30.0,418.0,98.6,81,75,84,2,29.77
2019-10-08 04:30:00,80.9,29.7,407.8,95.8,81,75,84,3,29.77
2019-10-08 05:00:00,80.5,29.5,403.9,93.6,81,75,84,2,29.77
2019-10-08 05:30:00,80.8,29.8,425.0,97.9,81,75,84,3,29.77
2019-10-08 06:00:00,80.0,29.8,418.9,97.3,81,75,84,3,29.77
2019-10-08 06:30:00,80.6,29.8,427.8,98.7,79,75,89,2,29.8
2019-10-08 07:00:00,85.6,30.3,481.9,105.8,81,75,84,2,29.8
2019-10-08 07:30:00,104.4,31.7,590.3,135.5,82,75,79,1,29.8
2019-10-08 08:00:00,101.9,29.5,623.7,158.0,84,75,74,2,29.8
2019-10-08 08:30:00,88.3,31.5,589.4,128.1,86,73,66,2,29.8
2019-10-08 09:00:00,109.4,30.6,716.6,189.1,88,75,66,5,29.83
2019-10-08 09:30:00,108.6,30.2,636.5,169.9,86,75,70,3,29.8
2019-10-08 10:00:00,90.8,31.1,584.4,129.3,88,75,66,3,29.83
2019-10-08 10:30:00,115.1,31.0,750.6,195.4,88,75,66,5,29.8
